ADD_LIBRARY,REMOVE_LIBRARY,COPY_DOCUMENT,RENAME_PROJECT,LEAVE_PROJECT,TAB_LIBRARIES,TAB_ARTIFACTS,TAB_DOCUMENTS,MOVE_DOCUMENT,PERMANENT_DELETE,RESTORE
6679.8449996858835,3323.3150001615286,8176.460000220686,3992.425000295043,10760.749999899417,3652.704999782145,829.0200000628829,413.80999982357025,10335.74500028044,1425.1549998298287,2689.2399997450411
