Workflow, Performance
CCSPACES_ADD_LIBRARY,6679.8449996858835
CCSPACES_REMOVE_LIBRARY,3323.3150001615286
CCSPACES_COPY_DOCUMENT,8176.460000220686
CCSPACES_RENAME_PROJECT,3992.425000295043
CCSPACES_LEAVE_PROJECT,10760.749999899417
CCSPACES_TAB_LIBRARIES,3652.704999782145
CCSPACES_TAB_ARTIFACTS,829.0200000628829
CCSPACES_TAB_DOCUMENTS,413.80999982357025
CCSPACES_MOVE_DOCUMENT,10335.74500028044
CCSPACES_PERMANENT_DELETE,1425.1549998298287
CCSPACES_RESTORE,2689.2399997450411
